,label_name,label,path
0,_background_noise_,0,doing_the_dishes.wav
1,_background_noise_,0,README.md
2,_background_noise_,0,dude_miaowing.wav
3,_background_noise_,0,exercise_bike.wav
4,_background_noise_,0,pink_noise.wav
5,_background_noise_,0,running_tap.wav
6,_background_noise_,0,white_noise.wav
7,bed,1,7081436f_nohash_0.wav
8,bed,1,7081436f_nohash_1.wav
9,bed,1,708a9569_nohash_0.wav
10,bed,1,708a9569_nohash_1.wav
11,bed,1,70a00e98_nohash_0.wav
12,bed,1,712e4d58_nohash_0.wav
13,bed,1,716757ce_nohash_0.wav
14,bed,1,716757ce_nohash_1.wav
15,bed,1,71904de3_nohash_0.wav
16,bed,1,7192fddc_nohash_0.wav
17,bed,1,71f6fed7_nohash_0.wav
18,bed,1,7211390b_nohash_0.wav
19,bed,1,72320401_nohash_0.wav
20,bed,1,723efc4c_nohash_0.wav
21,bed,1,7257420c_nohash_0.wav
22,bed,1,7257420c_nohash_1.wav
23,bed,1,726382d6_nohash_0.wav
24,bed,1,72aa7259_nohash_0.wav
25,bed,1,72ca6a6d_nohash_0.wav
26,bed,1,7303215d_nohash_0.wav
27,bed,1,7303215d_nohash_1.wav
28,bed,1,73124b26_nohash_0.wav
29,bed,1,73124b26_nohash_1.wav
30,bed,1,735845ab_nohash_0.wav
31,bed,1,73dda36a_nohash_0.wav
32,bed,1,73f0c1f7_nohash_0.wav
33,bed,1,742d6431_nohash_0.wav
34,bed,1,747e69fd_nohash_0.wav
35,bed,1,747e69fd_nohash_1.wav
36,bed,1,74b73f88_nohash_0.wav
37,bed,1,750e3e75_nohash_0.wav
38,bed,1,75915c90_nohash_0.wav
39,bed,1,75b631ff_nohash_0.wav
40,bed,1,763188c4_nohash_0.wav
41,bed,1,765ffccb_nohash_0.wav
42,bed,1,765ffccb_nohash_1.wav
43,bed,1,76e53db9_nohash_0.wav
44,bed,1,772db621_nohash_0.wav
45,bed,1,772db621_nohash_1.wav
46,bed,1,7799c9cd_nohash_0.wav
47,bed,1,7799c9cd_nohash_1.wav
48,bed,1,77def3ee_nohash_0.wav
49,bed,1,77def3ee_nohash_1.wav
50,bed,1,77f185d3_nohash_0.wav
51,bed,1,77f185d3_nohash_1.wav
52,bed,1,78030270_nohash_0.wav
53,bed,1,78102205_nohash_0.wav
54,bed,1,78102205_nohash_1.wav
55,bed,1,782c1305_nohash_0.wav
56,bed,1,7846fd85_nohash_0.wav
57,bed,1,784e281a_nohash_0.wav
58,bed,1,78622c2b_nohash_0.wav
59,bed,1,78884794_nohash_0.wav
60,bed,1,78884794_nohash_1.wav
61,bed,1,78884794_nohash_2.wav
62,bed,1,789e4ee7_nohash_0.wav
63,bed,1,7910d292_nohash_0.wav
64,bed,1,7a5530c9_nohash_0.wav
65,bed,1,7a5530c9_nohash_1.wav
66,bed,1,7add4c5f_nohash_0.wav
67,bed,1,7b2e879e_nohash_0.wav
68,bed,1,7b2e879e_nohash_1.wav
69,bed,1,7b301939_nohash_0.wav
70,bed,1,7be5a0f3_nohash_0.wav
71,bed,1,7bf801d1_nohash_0.wav
72,bed,1,7c1d8533_nohash_0.wav
73,bed,1,7c75a504_nohash_0.wav
74,bed,1,7c9b43f0_nohash_0.wav
75,bed,1,7c9b43f0_nohash_1.wav
76,bed,1,7cbf645a_nohash_0.wav
77,bed,1,7cf14c54_nohash_0.wav
78,bed,1,7d149b38_nohash_0.wav
79,bed,1,7d149b38_nohash_1.wav
80,bed,1,7d5f87c8_nohash_0.wav
81,bed,1,7dc50b88_nohash_0.wav
82,bed,1,7dc95912_nohash_0.wav
83,bed,1,7dc95912_nohash_1.wav
84,bed,1,7e1054e7_nohash_0.wav
85,bed,1,7e4fa1d8_nohash_0.wav
86,bed,1,7e783e3f_nohash_0.wav
87,bed,1,7ea032f3_nohash_0.wav
88,bed,1,7eee5973_nohash_0.wav
89,bed,1,7eee5973_nohash_1.wav
90,bed,1,7eee5973_nohash_2.wav
91,bed,1,7f17667c_nohash_0.wav
92,bed,1,7f17667c_nohash_1.wav
93,bed,1,7f74626f_nohash_0.wav
94,bed,1,7fa5fa1f_nohash_0.wav
95,bed,1,7fc74fbe_nohash_0.wav
96,bed,1,7fd25f7c_nohash_0.wav
97,bed,1,7ff085e1_nohash_0.wav
98,bed,1,7ff085e1_nohash_1.wav
99,bed,1,7ff4fc72_nohash_0.wav
100,bed,1,8012c69d_nohash_0.wav
101,bed,1,80c17118_nohash_0.wav
102,bed,1,80c17118_nohash_1.wav
103,bed,1,80c17118_nohash_2.wav
104,bed,1,80c45ed6_nohash_0.wav
105,bed,1,80c45ed6_nohash_1.wav
106,bed,1,80fe1dc7_nohash_0.wav
107,bed,1,80fe1dc7_nohash_1.wav
108,bed,1,80fe1dc7_nohash_2.wav
109,bed,1,810c99be_nohash_0.wav
110,bed,1,8134f43f_nohash_0.wav
111,bed,1,813b82a6_nohash_0.wav
112,bed,1,815f0f03_nohash_0.wav
113,bed,1,81a345a3_nohash_0.wav
114,bed,1,81a345a3_nohash_1.wav
115,bed,1,81dc4a94_nohash_0.wav
116,bed,1,824e8ce5_nohash_0.wav
117,bed,1,825f450d_nohash_0.wav
118,bed,1,825f450d_nohash_1.wav
119,bed,1,825f450d_nohash_2.wav
120,bed,1,826268f8_nohash_0.wav
121,bed,1,8281a2a8_nohash_0.wav
122,bed,1,82b99576_nohash_0.wav
123,bed,1,82c6d220_nohash_0.wav
124,bed,1,82e7204d_nohash_0.wav
125,bed,1,8335f893_nohash_0.wav
126,bed,1,834f03fe_nohash_0.wav
127,bed,1,837f7378_nohash_0.wav
128,bed,1,83c9e7e6_nohash_0.wav
129,bed,1,83c9e7e6_nohash_1.wav
130,bed,1,83c9e7e6_nohash_2.wav
131,bed,1,83f9c4ab_nohash_0.wav
132,bed,1,83f9c4ab_nohash_1.wav
133,bed,1,840eab5a_nohash_0.wav
134,bed,1,8442ea62_nohash_0.wav
135,bed,1,8442ea62_nohash_1.wav
136,bed,1,84999496_nohash_0.wav
137,bed,1,84bf12ff_nohash_0.wav
138,bed,1,84d1e469_nohash_0.wav
139,bed,1,84d1e469_nohash_1.wav
140,bed,1,850e2222_nohash_0.wav
141,bed,1,850e2222_nohash_1.wav
142,bed,1,8523766b_nohash_0.wav
143,bed,1,8523766b_nohash_1.wav
144,bed,1,857366dd_nohash_0.wav
145,bed,1,857366dd_nohash_1.wav
146,bed,1,85b877b5_nohash_0.wav
147,bed,1,863880b7_nohash_0.wav
148,bed,1,863880b7_nohash_1.wav
149,bed,1,86402da1_nohash_0.wav
150,bed,1,86402da1_nohash_1.wav
151,bed,1,86648261_nohash_0.wav
152,bed,1,86648261_nohash_1.wav
153,bed,1,86f12ac0_nohash_0.wav
154,bed,1,87014d40_nohash_0.wav
155,bed,1,876c84d6_nohash_0.wav
156,bed,1,876c84d6_nohash_1.wav
157,bed,1,8781f4c1_nohash_0.wav
158,bed,1,8781f4c1_nohash_1.wav
159,bed,1,87c62767_nohash_0.wav
160,bed,1,87eff300_nohash_0.wav
161,bed,1,88120683_nohash_0.wav
162,bed,1,881583a6_nohash_0.wav
163,bed,1,8830e17f_nohash_0.wav
164,bed,1,884ae8e1_nohash_0.wav
165,bed,1,888a0c49_nohash_0.wav
166,bed,1,88a487ce_nohash_0.wav
167,bed,1,88e90bc1_nohash_0.wav
168,bed,1,89d6d11e_nohash_0.wav
169,bed,1,89ed36ab_nohash_0.wav
170,bed,1,89f3ab7d_nohash_0.wav
171,bed,1,89f3ab7d_nohash_1.wav
172,bed,1,89f680f3_nohash_0.wav
173,bed,1,89f680f3_nohash_1.wav
174,bed,1,89f680f3_nohash_2.wav
175,bed,1,8a0457c9_nohash_0.wav
176,bed,1,8a0457c9_nohash_1.wav
177,bed,1,8a28231e_nohash_0.wav
178,bed,1,8a28231e_nohash_1.wav
179,bed,1,8a5acefd_nohash_0.wav
180,bed,1,8a744054_nohash_0.wav
181,bed,1,8aa35b0c_nohash_0.wav
182,bed,1,8aa35b0c_nohash_1.wav
183,bed,1,8b39e36f_nohash_0.wav
184,bed,1,8b39e36f_nohash_1.wav
185,bed,1,8b775397_nohash_0.wav
186,bed,1,8b775397_nohash_1.wav
187,bed,1,8bbd98d0_nohash_0.wav
188,bed,1,8c3c4715_nohash_0.wav
189,bed,1,8c3c4715_nohash_1.wav
190,bed,1,8c4854bc_nohash_0.wav
191,bed,1,8c4854bc_nohash_1.wav
192,bed,1,8c4854bc_nohash_2.wav
193,bed,1,8c7c9168_nohash_0.wav
194,bed,1,8c7f81df_nohash_0.wav
195,bed,1,8c888bbb_nohash_0.wav
196,bed,1,8d5d076d_nohash_0.wav
197,bed,1,8d8d9855_nohash_0.wav
198,bed,1,8d8d9855_nohash_1.wav
199,bed,1,8d8d9855_nohash_2.wav
200,bed,1,8dd24423_nohash_0.wav
201,bed,1,8dd24423_nohash_1.wav
202,bed,1,8e05039f_nohash_0.wav
203,bed,1,8ea22de7_nohash_0.wav
204,bed,1,8eb4a1bf_nohash_0.wav
205,bed,1,8ec6dab6_nohash_0.wav
206,bed,1,8ec6dab6_nohash_1.wav
207,bed,1,8f3f252c_nohash_0.wav
208,bed,1,8f3f252c_nohash_1.wav
209,bed,1,8f3f252c_nohash_2.wav
210,bed,1,8f4c551f_nohash_0.wav
211,bed,1,902258bb_nohash_0.wav
212,bed,1,902258bb_nohash_1.wav
213,bed,1,90804775_nohash_0.wav
214,bed,1,90b0b91a_nohash_0.wav
215,bed,1,91223b83_nohash_0.wav
216,bed,1,918a2473_nohash_0.wav
217,bed,1,9190045a_nohash_0.wav
218,bed,1,919d3c0e_nohash_0.wav
219,bed,1,91cdef62_nohash_0.wav
220,bed,1,91cdef62_nohash_1.wav
221,bed,1,91cdef62_nohash_2.wav
222,bed,1,92037d73_nohash_0.wav
223,bed,1,924c1a04_nohash_0.wav
224,bed,1,924c1a04_nohash_1.wav
225,bed,1,92a9c5e6_nohash_0.wav
226,bed,1,92b2bf59_nohash_0.wav
227,bed,1,92b2bf59_nohash_1.wav
228,bed,1,92b2bf59_nohash_2.wav
229,bed,1,92e17cc4_nohash_0.wav
230,bed,1,92e17cc4_nohash_1.wav
231,bed,1,937b433e_nohash_0.wav
232,bed,1,93ec8b84_nohash_0.wav
233,bed,1,93ec8b84_nohash_1.wav
234,bed,1,94de6a6a_nohash_0.wav
235,bed,1,94e6864f_nohash_0.wav
236,bed,1,94e6864f_nohash_1.wav
237,bed,1,94e6864f_nohash_2.wav
238,bed,1,94e6864f_nohash_3.wav
239,bed,1,94e6864f_nohash_4.wav
240,bed,1,951cac20_nohash_0.wav
241,bed,1,951cac20_nohash_1.wav
242,bed,1,95218ce8_nohash_0.wav
243,bed,1,95299b6c_nohash_0.wav
244,bed,1,953fe1ad_nohash_0.wav
245,bed,1,9587481f_nohash_0.wav
246,bed,1,962f27eb_nohash_0.wav
247,bed,1,9637f43f_nohash_0.wav
248,bed,1,9637f43f_nohash_1.wav
249,bed,1,964e8cfd_nohash_0.wav
250,bed,1,96a48d28_nohash_0.wav
251,bed,1,96ab6565_nohash_0.wav
252,bed,1,96c67073_nohash_0.wav
253,bed,1,96c67073_nohash_1.wav
254,bed,1,9712cce0_nohash_0.wav
255,bed,1,9799379a_nohash_0.wav
256,bed,1,9799379a_nohash_1.wav
257,bed,1,97addd88_nohash_0.wav
258,bed,1,97ae8b25_nohash_0.wav
259,bed,1,97ae8b25_nohash_1.wav
260,bed,1,97e0c576_nohash_0.wav
261,bed,1,97e0c576_nohash_1.wav
262,bed,1,97e0c576_nohash_2.wav
263,bed,1,97e0c576_nohash_3.wav
264,bed,1,97f493b9_nohash_0.wav
265,bed,1,97f4c236_nohash_0.wav
266,bed,1,981e2a16_nohash_0.wav
267,bed,1,981e2a16_nohash_1.wav
268,bed,1,982babaf_nohash_0.wav
269,bed,1,98447c43_nohash_0.wav
270,bed,1,98447c43_nohash_1.wav
271,bed,1,98582fee_nohash_0.wav
272,bed,1,98582fee_nohash_1.wav
273,bed,1,9886d8bf_nohash_0.wav
274,bed,1,988e2f9a_nohash_0.wav
275,bed,1,988e2f9a_nohash_1.wav
276,bed,1,989a2213_nohash_0.wav
277,bed,1,989a2213_nohash_1.wav
278,bed,1,99081f4d_nohash_0.wav
279,bed,1,997867e7_nohash_0.wav
280,bed,1,99e6cab8_nohash_0.wav
281,bed,1,99e6cab8_nohash_1.wav
282,bed,1,99fad6a0_nohash_0.wav
283,bed,1,99fad6a0_nohash_1.wav
284,bed,1,9a356ab9_nohash_0.wav
285,bed,1,9a3f97f8_nohash_0.wav
286,bed,1,9a43b64b_nohash_0.wav
287,bed,1,9a4d12fd_nohash_0.wav
288,bed,1,9a4d12fd_nohash_1.wav
289,bed,1,9a69672b_nohash_0.wav
290,bed,1,9a7c1f83_nohash_0.wav
291,bed,1,9a7c1f83_nohash_1.wav
292,bed,1,9aa21fa9_nohash_0.wav
293,bed,1,9aa5439d_nohash_0.wav
294,bed,1,9ab86dd0_nohash_0.wav
295,bed,1,9acd0254_nohash_0.wav
296,bed,1,9b027ecf_nohash_0.wav
297,bed,1,9b027ecf_nohash_1.wav
298,bed,1,9b3ea809_nohash_0.wav
299,bed,1,9b402bc2_nohash_0.wav
300,bed,1,9b402bc2_nohash_1.wav
301,bed,1,9b5815cd_nohash_0.wav
302,bed,1,9b5815cd_nohash_1.wav
303,bed,1,9b5815cd_nohash_2.wav
304,bed,1,9bea2ac7_nohash_0.wav
305,bed,1,9beccfc8_nohash_0.wav
306,bed,1,9c06a3f3_nohash_0.wav
307,bed,1,9c59dd28_nohash_0.wav
308,bed,1,9ce7a419_nohash_0.wav
309,bed,1,9d050657_nohash_0.wav
310,bed,1,9d050657_nohash_1.wav
311,bed,1,9d4bab4f_nohash_0.wav
312,bed,1,9d8ac38b_nohash_0.wav
313,bed,1,9db2bfe9_nohash_0.wav
314,bed,1,9dc1889e_nohash_0.wav
315,bed,1,9e075bf1_nohash_0.wav
316,bed,1,9e2ce5e3_nohash_0.wav
317,bed,1,9e42ae25_nohash_0.wav
318,bed,1,9e46cfa1_nohash_0.wav
319,bed,1,9e6bb505_nohash_0.wav
320,bed,1,9e6bb505_nohash_1.wav
321,bed,1,9efe5140_nohash_0.wav
322,bed,1,9efe5140_nohash_1.wav
323,bed,1,9f63152b_nohash_0.wav
324,bed,1,9f869f70_nohash_0.wav
325,bed,1,9ff1b8b6_nohash_0.wav
326,bed,1,9ff2d2f4_nohash_0.wav
327,bed,1,a108341b_nohash_0.wav
328,bed,1,a16b3102_nohash_0.wav
329,bed,1,a16b3102_nohash_1.wav
330,bed,1,a19452d5_nohash_0.wav
331,bed,1,a19452d5_nohash_1.wav
332,bed,1,a19452d5_nohash_2.wav
333,bed,1,a1a59b72_nohash_0.wav
334,bed,1,a1c63f25_nohash_0.wav
335,bed,1,a1cff772_nohash_0.wav
336,bed,1,a1dd919f_nohash_0.wav
337,bed,1,a24582a0_nohash_0.wav
338,bed,1,a24582a0_nohash_1.wav
339,bed,1,a2473d62_nohash_0.wav
340,bed,1,a2473d62_nohash_1.wav
341,bed,1,a24cf51c_nohash_0.wav
342,bed,1,a24cf51c_nohash_1.wav
343,bed,1,a2b16113_nohash_0.wav
344,bed,1,a2b16113_nohash_1.wav
345,bed,1,a2b16113_nohash_2.wav
346,bed,1,a2b16113_nohash_3.wav
347,bed,1,a2fefcb4_nohash_0.wav
348,bed,1,a3255f5c_nohash_0.wav
349,bed,1,a3255f5c_nohash_1.wav
350,bed,1,a3255f5c_nohash_2.wav
351,bed,1,a331d9cb_nohash_0.wav
352,bed,1,a331d9cb_nohash_1.wav
353,bed,1,a331d9cb_nohash_2.wav
354,bed,1,a331d9cb_nohash_3.wav
355,bed,1,a331d9cb_nohash_4.wav
356,bed,1,a331d9cb_nohash_5.wav
357,bed,1,a3502f15_nohash_0.wav
358,bed,1,a4baac4e_nohash_0.wav
359,bed,1,a4baac4e_nohash_1.wav
360,bed,1,a4c938ce_nohash_0.wav
361,bed,1,a4c938ce_nohash_1.wav
362,bed,1,a4e8a997_nohash_0.wav
363,bed,1,a4e8a997_nohash_1.wav
364,bed,1,a50a98d2_nohash_0.wav
365,bed,1,a518d1cf_nohash_0.wav
366,bed,1,a518d1cf_nohash_1.wav
367,bed,1,a518d1cf_nohash_2.wav
368,bed,1,a527cb3c_nohash_0.wav
369,bed,1,a527cb3c_nohash_1.wav
370,bed,1,a5609cce_nohash_0.wav
371,bed,1,a5d485dc_nohash_0.wav
372,bed,1,a60a09cf_nohash_0.wav
373,bed,1,a6285644_nohash_0.wav
374,bed,1,a6d586b7_nohash_0.wav
375,bed,1,a7dd45cf_nohash_0.wav
376,bed,1,a84dee7b_nohash_0.wav
377,bed,1,a8cb6dda_nohash_0.wav
378,bed,1,a8cb6dda_nohash_1.wav
379,bed,1,a8cb6dda_nohash_2.wav
380,bed,1,a8cf01bc_nohash_0.wav
381,bed,1,a8cf01bc_nohash_1.wav
382,bed,1,a8e25ebb_nohash_0.wav
383,bed,1,a8ee11c7_nohash_0.wav
384,bed,1,a8f45bdc_nohash_0.wav
385,bed,1,a8f45bdc_nohash_1.wav
386,bed,1,a902ce9b_nohash_0.wav
387,bed,1,a996cf66_nohash_0.wav
388,bed,1,a996cf66_nohash_1.wav
389,bed,1,a9abc695_nohash_0.wav
390,bed,1,a9abc695_nohash_1.wav
391,bed,1,a9f38bae_nohash_0.wav
392,bed,1,aa233654_nohash_0.wav
393,bed,1,aa48c94a_nohash_0.wav
394,bed,1,aa48c94a_nohash_1.wav
395,bed,1,aa753bb9_nohash_0.wav
396,bed,1,ab00c4b2_nohash_0.wav
397,bed,1,ab00c4b2_nohash_1.wav
398,bed,1,ab353673_nohash_0.wav
399,bed,1,ab5ae445_nohash_0.wav
400,bed,1,ab5ae445_nohash_1.wav
401,bed,1,ab5b211a_nohash_0.wav
